ForecastID,ConfirmedCases
891,145
892,145
893,145
894,145
895,145
896,145
897,688
898,702
899,717
900,732
901,746
902,761
903,776
904,791
905,806
906,821
907,836
908,851
909,866
910,881
911,896
912,911
913,926
914,941
915,956
916,970
917,985
918,1000
919,1014
920,1028
921,1043
922,1057
923,1071
924,1085
925,963
926,975
927,988
928,1001
929,1015
930,1028
931,1042
932,1055
933,1069
934,1084
935,1098
936,1112
937,1127
938,1142
939,1157
940,1172
941,1188
942,1204
943,1220
944,1236
945,1252
946,1269
947,1286
948,1303
949,1320
950,1337
951,1355
952,1373
953,433
954,439
955,446
956,452
957,458
958,464
959,470
960,476
961,482
962,488
963,494
964,499
965,505
966,510
967,515
968,520
969,525
970,530
971,535
972,539
973,544
974,548
975,552
976,556
977,560
978,564
979,568
980,572
981,176
982,176
983,176
984,176
985,176
986,176
987,176
988,176
989,176
990,176
991,176
992,176
993,176
994,176
995,176
996,176
997,176
998,176
999,176
1000,176
1001,176
1002,176
1003,176
1004,176
1005,176
1006,176
1007,176
1008,176
1009,165
1010,167
1011,170
1012,172
1013,175
1014,178
1015,180
1016,183
1017,186
1018,189
1019,192
1020,195
1021,198
1022,201
1023,204
1024,207
1025,210
1026,213
1027,217
1028,220
1029,223
1030,227
1031,230
1032,234
1033,238
1034,241
1035,245
1036,249
1037,380
1038,393
1039,406
1040,420
1041,433
1042,446
1043,460
1044,474
1045,487
1046,501
1047,514
1048,528
1049,541
1050,554
1051,568
1052,581
1053,594
1054,606
1055,619
1056,631
1057,643
1058,655
1059,667
1060,678
1061,689
1062,700
1063,711
1064,721
1065,155
1066,155
1067,155
1068,155
1069,155
1070,155
1071,155
1072,155
1073,155
1074,155
1075,155
1076,155
1077,155
1078,155
1079,155
1080,155
1081,155
1082,155
1083,155
1084,155
1085,155
1086,155
1087,155
1088,155
1089,155
1090,155
1091,155
1092,155
1093,5565
1094,5565
1095,5565
1096,5565
1097,5565
1098,5565
1099,5565
1100,5565
1101,5565
1102,5565
1103,5565
1104,5565
1105,5565
1106,5565
1107,5565
1108,5565
1109,5565
1110,5565
1111,5565
1112,5565
1113,5565
1114,5565
1115,5565
1116,5565
1117,5565
1118,5565
1119,5565
1120,5565
1121,295
1122,295
1123,295
1124,295
1125,295
1126,295
1127,295
1128,295
1129,295
1130,295
1131,295
1132,295
1133,295
1134,295
1135,295
1136,295
1137,295
1138,295
1139,295
1140,295
1141,295
1142,295
1143,295
1144,295
1145,295
1146,295
1147,295
1148,295
1149,261
1150,261
1151,261
1152,261
1153,261
1154,261
1155,261
1156,261
1157,261
1158,261
1159,261
1160,261
1161,261
1162,261
1163,261
1164,261
1165,261
1166,261
1167,261
1168,261
1169,261
1170,261
1171,261
1172,261
1173,261
1174,261
1175,261
1176,261
1177,1026
1178,1027
1179,1027
1180,1027
1181,1027
1182,1027
1183,1027
1184,1027
1185,1027
1186,1027
1187,1027
1188,1027
1189,1027
1190,1027
1191,1027
1192,1027
1193,1027
1194,1027
1195,1027
1196,1027
1197,1027
1198,1027
1199,1027
1200,1027
1201,1027
1202,1027
1203,1027
1204,1027
1205,375
1206,388
1207,400
1208,413
1209,427
1210,441
1211,456
1212,471
1213,486
1214,503
1215,519
1216,536
1217,554
1218,573
1219,592
1220,611
1221,632
1222,653
1223,674
1224,697
1225,720
1226,744
1227,769
1228,794
1229,821
1230,848
1231,877
1232,906
1233,541
1234,548
1235,556
1236,563
1237,571
1238,579
1239,587
1240,595
1241,604
1242,612
1243,620
1244,629
1245,638
1246,647
1247,656
1248,665
1249,674
1250,683
1251,693
1252,703
1253,712
1254,722
1255,732
1256,742
1257,753
1258,763
1259,774
1260,785
1261,620
1262,620
1263,620
1264,620
1265,620
1266,620
1267,620
1268,620
1269,620
1270,620
1271,620
1272,620
1273,620
1274,620
1275,620
1276,620
1277,620
1278,620
1279,620
1280,620
1281,620
1282,620
1283,620
1284,620
1285,620
1286,620
1287,620
1288,620
1289,4595
1290,4638
1291,4680
1292,4724
1293,4768
1294,4812
1295,4856
1296,4901
1297,4947
1298,4992
1299,5038
1300,5085
1301,5132
1302,5180
1303,5228
1304,5276
1305,5325
1306,5374
1307,5424
1308,5474
1309,5524
1310,5575
1311,5627
1312,5679
1313,5732
1314,5784
1315,5838
1316,5892
